Code,Description
7284,7284 - EPTAP Residential Land & Improvements - 2.84%
7285,7285 - EPTAP Residential Land & Improvements - 2.85%
7286,7286 - EPTAP Residential Land & Improvements - 2.86%
7287,7287 - EPTAP Residential Land & Improvements - 2.87%
7288,7288 - EPTAP Residential Land & Improvements - 2.88%
7289,7289 - EPTAP Residential Land & Improvements - 2.89%
7290,7290 - EPTAP Residential Land & Improvements - 2.90%
7291,7291 - EPTAP Residential Land & Improvements - 2.91%
7292,7292 - EPTAP Residential Land & Improvements - 2.92%
7293,7293 - EPTAP Residential Land & Improvements - 2.93%
7294,7294 - EPTAP Residential Land & Improvements - 2.94%
7295,7295 - EPTAP Residential Land & Improvements - 2.95%
7296,7296 - EPTAP Residential Land & Improvements - 2.96%
7297,7297 - EPTAP Residential Land & Improvements - 2.97%
7298,7298 - EPTAP Residential Land & Improvements - 2.98%
7299,7299 - EPTAP Residential Land & Improvements - 2.99%
7300,7300 - EPTAP Residential Land & Improvements - 3.00%
7301,7301 - EPTAP Residential Land & Improvements - 3.01%
7302,7302 - EPTAP Residential Land & Improvements - 3.02%
7303,7303 - EPTAP Residential Land & Improvements - 3.03%
7304,7304 - EPTAP Residential Land & Improvements - 3.04%
7305,7305 - EPTAP Residential Land & Improvements - 3.05%
7306,7306 - EPTAP Residential Land & Improvements - 3.06%
7307,7307 - EPTAP Residential Land & Improvements - 3.07%
7308,7308 - EPTAP Residential Land & Improvements - 3.08%
7309,7309 - EPTAP Residential Land & Improvements - 3.09%
7310,7310 - EPTAP Residential Land & Improvements - 3.10%
7311,7311 - EPTAP Residential Land & Improvements - 3.11%
7312,7312 - EPTAP Residential Land & Improvements - 3.12%
7313,7313 - EPTAP Residential Land & Improvements - 3.13%
8013,"8013 - Railroad Co NEI Mileage 50% (15-24-1402, MCA)"
8014,"8014 - Railroad Co NEI Real 50% (15-24-1402, MCA)"
8015,"8015 - Railroad Co NEI Personal Prop 50% (15-24-1402, MCA)"
8111,8111 - Net Proceeds
8112,8112 - Royalties (Pursuant 15-23-505 MCA)
8131,8131 - Gross Proceeds of Coal Mines (15-23-703 MCA)
8151,8151 - Gross Proceeds of Metal Mines
8152,8152 - Gross Proceeds of Metal Mines NEI 1st Year (50%)
8153,8153 - Gross Proceeds of Metal Mines NEI 2nd Year (50%)
8154,8154 - Gross Proceeds of Metal Mines NEI 3rd Year (50%)
8155,8155 - Gross Proceeds of Metal Mines NEI 4th Year (50%)
8156,8156 - Gross Proceeds of Metal Mines NEI 5th Year (50%)
8157,8157 - Gross Proceeds of Metal Mines NEI 6th Year (60%)
8158,8158 - Gross Proceeds of Metal Mines NEI 7th Year (70%)
8159,8159 - Gross Proceeds of Metal Mines NEI 8th Year (80%)
8160,8160 - Gross Proceeds of Metal Mines NEI 9th Year (90%)
8306,8306 - 1st yr Alt Renewable Energy Small Elec Generation Ma
8307,8307 - 2nd yr Alt Renewable Energy Small Elec Generation Ma
8308,8308 - 3rd yr Alt Renewable Energy Small Elec Generation Ma
8309,8309 - 4th yr Alt Renewable Energy Small Elec Generation Ma
8310,8310 - 5th yr Alt Renewable Energy Small Elec Generation Ma
8311,8311 - Electric Company Mileage
8312,8312 - Electric Company Real Property
8313,8313 - Electric Generation Mileage
8314,8314 - Electric Generation Real Property
8315,8315 - Gas and Electric Company Mileage
8316,8316 - Gas and Electric Company Real Property
8317,8317 - Electric Company Personal Property
8318,8318 - Electric Generation Personal Property
8319,8319 - Gas and Electric Company Personal Property
8320,8320 - Pollution Control of Centrally Assessed Companies
8321,8321-10 Yr Exempt Electric Gen Facility Mileage 15-24-3001
8322,8322 - 10 Yr Exempt Electric Gen Facility Real 15-24-3001
8323,8323 - 10 Yr Exempt Electric Gen Facility Pers 15-24-3001
8324,8324 - 5 Yr Exempt Oil/Gas Turbine Elec Gen Mile 15-24-3001
8325,8325 - 5 Yr Exempt Oil/Gas Turbine Elec Gen Real 15-24-3001
8326,8326 - 5 Yr Exempt Oil/Gas Turbine Elec Gen Pers 15-24-3001
8328,8328 - Oil/Gas Turbine Elec Gen Personal Property
8330,8330 - Air & Water Pollution Control & Carbon Capture M&C CA
8331,8331 - Rural Electric & Telephone Co-op Mileage
8332,8332 - Rural Electric & Telephone Situs
8333,8333 - Rural Electric & Telephone Co-op Pers Prop
8334,8334 - 1st - 5th NEI Rural Elec & Tele Co-op Mileage 50%
8335,8335 - 6th NEI Rural Elec & Tele Co-op Mileage 60%
8336,8336 - 7th NEI Rural Elec & Tele Co-op Mileage 70%
8337,833 - 8th NEI Rural Elec & Tele Co-op Mileage 80%
8338,8338 - 9th NEI Rural Elec & Tele Co-op Mileage 90%
8339,8339 - 1st - 5th NEI Rural Elec & Tele Co-op Situs 50%
8340,8340 - 6th NEI Rural Elec & Tele Co-op Situs 60%
8341,8341 - 7th NEI Rural Elec & Tele Co-op Situs 70%
8342,8342 - 8th NEI Rural Elec & Tele Co-op Situs 80%
8343,8343 - 9th NEI Rural Elec & Tele Co-op Situs 90%
8344,8344 - 1st - 5th NEI Rural Elec & Tele Co-op Personal 50%
8345,8345 - 6th NEI Rural Elec & Tele Co-op Personal 60%
8346,8346 - 7th NEI Rural Elec & Tele Co-op Personal 70%
8347,8347 - 8th NEI Rural Elec & Tele Co-op Personal 80%
8348,8348 - 9th NEI Rural Elec & Tele Co-op Personal 90%
8350,8350 - 1st Yr New & Expanding Elec Gen/Telecomm Real 50%
8351,8351 - 2nd Yr New & Expanding Elec Gen/Telecomm Real 50%
8352,8352 - 3rd Yr New & Expanding Elec Gen/Telecomm Real 50%
8353,8353 - 4th Yr New & Expanding Elec Gen/Telecomm Real 50%
8354,8354 - 5th Yr New & Expanding Elec Gen/Telecomm Real 50%
8355,8355 - 6th Yr New & Expanding Elec Gen/Telecomm Real 60%
8356,8356 - 7th Yr New & Expanding Elec Gen/Telecomm Real 70%
8357,8357 - 8th Yr New & Expanding Elec Gen/Telecomm Real 80%
8358,8358 - 9th Yr New & Expanding Elec Gen/Telecomm Real 90%
8359,8359 - 1st Yr New & Expanding Elec Gen/Telecomm Pers 50%
8360,8360 - 2nd Yr New & Expanding Elec Gen/Telecomm Pers 50%
8361,8361 - 3rd Yr New & Expanding Elec Gen/Telecomm Pers 50%
8362,8362 - 4th Yr New & Expanding Elec Gen/Telecomm Pers 50%
8363,8363 - 5th Yr New & Expanding Elec Gen/Telecomm Pers 50%
8364,8364 - 6th Yr New & Expanding Elec Gen/Telecomm Pers 60%
8365,8365 - 7th Yr New & Expanding Elec Gen/Telecomm Pers 70%
8366,8366 - 8th Yr New & Expanding Elec Gen/Telecomm Pers 80%
8367,8367 - 9th Yr New & Expanding Elec Gen/Telecomm Pers 90%
8368,8368 - Electrical Generation/Telecommunication Real Property
8369,8369 - Elec Gen/Telecommunication Personal Property
8414,8414 - Cellular Telephone Real Property
8415,8415 - Cellular Telephone Personal Property
8430,1st yr Pollution Control of Centrally Assessed Companies Exe
8431,2nd yr Pollution Control of Centrally Assessed Companies Exe
8432,3rd yr Pollution Control of Centrally Assessed Companies Exe
8513,8513 - Railroad Company Mileage
8514,8514 - Railroad Company Real Property
8515,8515 - Airline Company Flight Property
8516,8516 - Airline Company Real Property
8517,8517 -  Pipeline Company Mileage
8518,8518 - Pipeline Company Real Property
8519,8519 - Telecommunication Company Mileage
8520,8520 - Telecommunication Company Real Property
8523,8523 - Independent Telephone Company Mileage
8524,8524 - Independent Telephone Company Real Property
8526,8526 - Railroad Company Personal Property
8527,8527 - Airline Company Personal Property
8528,8528 - Pipeline Company Personal Property
8529,8529 - Telecommunication Company Personal Property
8530,8530 - Independent Telphone Company Personal Property
8540,8540 - 1st yr N & E Gas & Elec. Real Prop. (50%) 15-24-1402
8541,8541 - 2nd yr N & E Gas & Elec. Real Prop. (50%) 15-24-1402
8542,8542 - 3rd yr N & E Gas & Elec. Real Prop. (50%) 15-24-1402
8543,8543 - 4th yr N & E Gas & Elec. Real Prop. (50%) 15-24-1402
8544,8544 - 5th yr N & E Gas & Elec. Real Prop. (50%) 15-24-1402
8545,8545 - 6th yr N & E Gas & Elec. Real Prop. (60%) 15-24-1402
8546,8546 - 7th yr N & E Gas & Elec. Real Prop. (70%) 15-24-1402
8547,8547 - 8th yr N & E Gas & Elec. Real Prop. (80%) 15-24-1402
8548,8548 - 9th yr N & E Gas & Elec. Real Prop. (90%) 15-24-1402
8550,8550 - 1st yr N & E Gas & Electric Pers (50%) 15-24-1402
8551,8551 - 2nd yr N & E Gas & Electric Pers (50%) 15-24-1402
8552,8552 - 3rd yr N & E Gas & Electric Pers (50%) 15-24-1402
8553,8553 - 4th yr N & E Gas & Electric Pers (50%) 15-24-1402
8554,8554 - 5th yr N & E Gas & Electric Pers (50%) 15-24-1402
8555,8555 - 6th yr N & E Gas & Electric Pers (60%) 15-24-1402
8556,8556 - 7th yr N & E Gas & Electric Pers (70%) 15-24-1402
8557,8557 - 8th yr N & E Gas & Electric Pres (80%) 15-24-1402
8558,8558 - 9th yr N & E Gas & Electric Pers (90%) 15-24-1402
8560,8560 - 1st yr N & E Gas & Electric Miles (50%) 15-24-1402
8561,8561 - 2nd yr N & E Gas & Electric Miles (50%) 15-24-1402
8562,8562 - 3rd yr N & E Gas & Electric Miles (50%) 15-24-1402
8563,8563 - 4th yr N & E Gas & Electric Miles (50%) 15-24-1402
8564,8564 - 5th yr N & E Gas & Electric Miles (50%) 15-24-1402
8565,8565 -  6th yr N & E Gas & Electric Miles (60%) 15-24-1402
8566,8566 - 7th yr N & E Gas & Electric Miles (70%) 15-24-1402
8567,8567 - 8th yr N & E Gas & Electric Miles (80%) 15-24-1402
8568,8568 - 9th yr N & E Gas & Electric Miles (90%) 15-24-1402
8570,8570 - 1st yr N & E Pipeline Real Property (50%) 15-24-1402
8571,8571 - 2nd yr N & E Pipeline Real Property (50%) 15-24-1402
8572,8572 - 3rd yr N & E Pipeline Real Property (50%) 15-24-1402
8573,8573 - 4th yr N & E Pipeline Real Property (50%) 15-24-1402
8574,8574 - 5th yr N & E Pipeline Real Property (50%) 15-24-1402
8575,8575 - 6th yr N & E Pipeline Real Property (60%) 15-24-1402
8576,8576 - 7th yr N & E Pipeline Real Property (70%) 15-24-1402
8577,8577 - 8th yr N & E Pipeline Real Property (80%) 15-24-1402
8578,8578 - 9th yr N & E Pipeline Real Property (90%) 15-24-1402
8580,8580 - 1st Yr N&E Pipeline Pers (50%) 15-24-1402
8581,8581 - 2nd Yr N&E Pipeline Pers (50%) 15-24-1402
8582,8582 - 3rd Yr N&E Pipeline Pers (50%) 15-24-1402
8583,8583 - 4th Yr N&E Pipeline Pers (50%) 15-24-1402
8584,8584 - 5th Yr N&E Pipeline Pers (50%) 15-24-1402
8585,8585 - 6th Yr N&E Pipeline Pers (60%) 15-24-1402
8586,8586 - 7th Yr N&E Pipeline Pers (70%) 15-24-1402
8587,8587 - 8th Yr N&E Pipeline Pers (80%) 15-24-1402
8588,8588 - 9th Yr N&E Pipeline Pers (90%) 15-24-1402
8590,8590 - 1st Yr N&E Pipeline Miles (50%) 15-24-1402
8591,8591 - 2nd Yr N&E Pipeline Miles (50%) 15-24-1402
8592,8592 - 3rd Yr N&E Pipeline Miles (50%) 15-24-1402
8593,8593 - 4th Yr N&E Pipeline Miles (50%) 15-24-1402
8594,8594 - 5th Yr N&E Pipeline Miles (50%) 15-24-1402
8595,8595 - 6th Yr N&E Pipeline Miles (60%) 15-24-1402
8596,8596 - 7th Yr N&E Pipeline Miles (70%) 15-24-1402
8597,8597 - 8th Yr N&E Pipeline Miles (80%) 15-24-1402
8598,8598 - 9th Yr N&E Pipeline Miles (90%) 15-24-1402
8600,8600 - Wind Generation CA Elec Power Mileage
8601,8601 - Wind Generation CA Elec Power Real
8602,8602 - Class 14 Personal Property (15-6-157)
8610,8610 - Coml Wind Gen Facility Improvements
8611,8611 - Coml Wind Gen Facility Personal Property
8612,8612 - 1st Yr N&E Ind - Com Wind Gen. Imps. 50% 15-24-1402
8613,8613 - 2nd Yr N&E Ind - Com Wind Gen. Imps. 50% 15-24-1402
8614,8614 - 3rd Yr N&E Ind - Com Wind Gen. Imps. 50% 15-24-1402
8615,8615 - 4th Yr N&E Ind - Com Wind Gen. Imps. 50% 15-24-1402
8616,8616 - 5th Yr N&E Ind - Com Wind Gen. Imps. 50% 15-24-1402
8617,8617 - 6th Yr N&E Ind - Com Wind Gen. Imps. 60% 15-24-1402
8618,8618 - 7th Yr N&E Ind - Com Wind Gen. Imps. 70% 15-24-1402
8619,8619 - 8th Yr N&E Ind - Com Wind Gen. Imps. 80% 15-24-1402
8620,8620 - 9th Yr N&E Ind - Com Wind Gen. Imps. 90% 15-24-1402
8621,8621 - Class 14 Personal Property - NEI Yr 1 50% 15-24-1402
8622,8622 - Class 14 Personal Property - NEI Yr 2 50% 15-24-1402
8623,8623 - Class 14 Personal Property - NEI Yr 3 50% 15-24-1402
8624,8624 - Class 14 Personal Property - NEI Yr 4 50% 15-24-1402
8625,8625 - Class 14 Personal Property - NEI Yr 5 50% 15-24-1402
8626,8626 - Class 14 Personal Property - NEI Yr 6 60% 15-24-1402
8627,8627 - Class 14 Personal Property - NEI Yr 7 70% 15-24-1402
8628,8628 - Class 14 Personal Property - NEI Yr 8 80% 15-24-1402
8629,8629 - Class 14 Personal Property - NEI Yr 9 90% 15-24-1402
8630,8630 - Wind Generation Wholesaler CA Mileage
8631,8631 - Wind Generation Wholesaler CA Personal
8632,8632 - Wind Generation Wholesaler CA Real
8633,8633 - Wind Generation Rural Elec CA Mileage
8634,8634 - Wind Generation Rural Elec CA Personal
8635,8635 - Wind Generation Rural Elec CA Real
8636,8636 - Biodiesel Production Facility CA Mileage
8637,8637 - Biodiesel Production Facility CA Personal
8638,8638 - Biodiesel Production Facility CA Real
8639,8639 - Biogas Production Facility CA Mileage
8640,8640 - Class 14 Personal Property - EP or D Construction Per
8641,8641 - Biogas Production Facility CA Real
8657,8657 - Class 14 Pers Prop - EP or D Yr 1 50% (15-24-3111)
8658,8658 - Class 14 Pers Prop - EP or D Yr 2 50% (15-24-3111)
8659,8659 - Class 14 Pers Prop - EP or D Yr 3 50% (15-24-3111)
8660,8660 - Class 14 Pers Prop - EP or D Yr 4 50% (15-24-3111)
8661,8661 - Class 14 Pers Prop - EP or D Yr 5 50% (15-24-3111)
8662,8662 - Class 14 Pers Prop - EP or D Yr 6 50% (15-24-3111)
8663,8663 - Class 14 Pers Prop - EP or D Yr 7 50% (15-24-3111)
8664,8664 - Class 14 Pers Prop - EP or D Yr 8 50% (15-24-3111)
8665,8665 - Class 14 Pers Prop - EP or D Yr 9 50% (15-24-3111)
8666,8666 - Class 14 Pers Prop - EP or D Yr 10 50% (15-24-3111)
8667,8667 - Class 14 Pers Prop - EP or D Yr 11 50% (15-24-3111)
8668,8668 - Class 14 Pers Prop - EP or D Yr 12 50% (15-24-3111)
8669,8669 - Class 14 Pers Prop - EP or D Yr 13 50% (15-24-3111)
8670,8670 - Class 14 Pers Prop - EP or D Yr 14 50% (15-24-3111)
8671,8671 - Class 14 Pers Prop - EP or D Yr 15 50% (15-24-3111)
8700,8700 - Class 15 Real Property (15-6-158)
8701,8701 - Class 15 Personal Property (15-6-158)
8702,8702 - Class 15 Mileage (15-6-158)
8703,8703 - Class 15 Real Poperty - NEI Yr 1 50% (15-24-1402)
8704,8704 - Class 15 Real Poperty - NEI Yr 2 50% (15-24-1402)
8705,8705 - Class 15 Real Poperty - NEI Yr 3 50% (15-24-1402)
8706,8706 -  Class 15 Real Poperty - NEI Yr 4 50% (15-24-1402)
8707,8707 - Class 15 Real Poperty - NEI Yr 5 50% (15-24-1402)
8708,8708 - Class 15 Real Poperty - NEI Yr 6 50% (15-24-1402)
8709,8709 - Class 15 Real Property - NEI Yr 7 70% (15-24-1402)
8710,8710 - Class 15 Real Property - NEI Yr 8 80% (15-24-1402)
8711,8711 - Class 15 Real Property - NEI Yr 9 90% (15-24-1402)
8712,8712 - Class 15 Personal Property - NEI Yr 1 50% 15-24-1402
8713,8713 - Class 15 Personal Property - NEI Yr 2 50% 15-24-1402
8714,8714 - Class 15 Personal Property - NEI Yr 3 50% 15-24-1402
8715,8715 - Class 15 Personal Property - NEI Yr 4 50% 15-24-1402
8716,8716 - Class 15 Personal Property - NEI Yr 5 50% 15-24-1402
8717,8717 - Class 15 Personal Property - NEI Yr 6 60% 15-24-1402
8718,8718 - Class 15 Personal Property - NEI Yr 7 70% 15-24-1402
8719,8719 - Class 15 Personal Property - NEI Yr 8 80% 15-24-1402
8720,8720 - Class 15 Personal Property - NEI Yr 9 90% 15-24-1402
8721,8721 - Class 15 Mileage - NEI Yr 1 50% (15-24-1402)
8722,8722 - Class 15 Mileage - NEI Yr 2 50% (15-24-1402)
8723,8723 - Class 15 Mileage - NEI Yr 3 50% (15-24-1402)
8724,8724 - Class 15 Mileage - NEI Yr 4 50% (15-24-1402)
8725,8725 - Class 15 Mileage - NEI Yr 5 50% (15-24-1402)
8726,8726 - Class 15 Mileage - NEI Yr 6 60% (15-24-1402)
8727,8727 - Class 15 Mileage - NEI Yr 7 70% (15-24-1402)
8728,8728 - Class 15 Mileage - NEI Yr 8 80% (15-24-1402)
8729,8729 - Class 15 Mileage - NEI Yr 9 90% (15-24-1402)
8730,8730 - Class 15 Real - EP or D Constr Period 50% 15-24-3111
8731,8731 - Class 15 Personal - EP or D Constr Per 50% 15-24-3111
8732,8732 - Class 15 Mileage - EP or D Constr Per 50% 15-24-3111
8733,8733 - Class 15 Real Poperty - EP or D Yr 1 50% (15-24-3111)
8734,8734 - Class 15 Real Poperty - EP or D Yr 2 50% (15-24-3111)
8735,8735 - Class 15 Real Poperty - EP or D Yr 3 50% (15-24-3111)
8736,8736 - Class 15 Real Poperty - EP or D Yr 4 50% (15-24-3111)
8737,8737 - Class 15 Real Poperty - EP or D Yr 5 50% (15-24-3111)
8738,8738 - Class 15 Real Poperty - EP or D Yr 6 50% (15-24-3111)
8739,8739 - Class 15 Real Property - EP or D Yr 7 50% 15-24-3111
8740,8740 - Class 15 Real Property - EP or D Yr 8 50% 15-24-3111
8741,8741 - Class 15 Real Property - EP or D Yr 9 50% 15-24-3111
8742,8742 - Class 15 Real Property - EP or D Yr 10 50% 15-24-3111
8743,8743 - Class 15 Real Property - EP or D Yr 11 50% 15-24-3111
8744,8744 - Class 15 Real Property - EP or D Yr 12 50% 15-24-3111
8745,8745 - Class 15 Real Property - EP or D Yr 13 50% 15-24-3111
8746,8746 - Class 15 Real Property - EP or D Yr 14 50% 15-24-3111
8747,8747 - Class 15 Real Property - EP or D Yr 15 50% 15-24-3111
8748,8748 - Class 15 Pers Prop - EP or D Yr 1 50% 15-24-3111
8749,8749 - Class 15 Pers Prop - EP or D Yr 2 50% 15-24-3111
8750,8750 - Class 15 Pers Prop - EP or D Yr 3 50% 15-24-3111
8751,8751 - Class 15 Pers Prop - EP or D Yr 4 50% 15-24-3111
8752,8752 - Class 15 Pers Prop - EP or D Yr 5 50% 15-24-3111
8753,8753 - Class 15 Pers Prop - EP or D Yr 6 50% 15-24-3111
8754,8754 - Class 15 Pers Prop - EP or D Yr 7 50% 15-24-3111
8755,8755 - Class 15 Pers Prop - EP or D Yr 8 50% 15-24-3111
8756,8756 - Class 15 Pers Prop - EP or D Yr 9 50% 15-24-3111
8757,8757 - Class 15 Pers Prop - EP or D Yr 10 50% 15-24-3111
8758,8758 - Class 15 Pers Prop - EP or D Yr 11 50% 15-24-3111
8759,8759 - Class 15 Pers Prop - EP or D Yr 12 50% 15-24-3111
8760,8760 - Class 15 Pers Prop - EP or D Yr 13 50% 15-24-3111
8761,8761 - Class 15 Pers Prop - EP or D Yr 14 50% 15-24-3111
8762,8762 - Class 15 Pers Prop - EP or D Yr 15 50% 15-24-3111
8778,8778 - Carbon Sequestration with EP or D (Class 15)
8779,8779 - Carbon Sequestration with EP or D (Class 15)
8780,8780 - Carbon Sequestration with EP or D (Class 15)
8801,8801 - Class 16 Personal Property (15-6-159)
8900,8900 - 1st yr Class 15 Real Prop Carbon Sequ with EP or D
8901,8901 - 2nd yr Class 15 Real Prop Carbon Sequ with EP or D
8902,8902 - 3rd yr Class 15 Real Prop Carbon Sequ with EP or D
8903,8903 - 4th yr Class 15 Real Prop Carbon Sequ with EP or D
8904,8904 - 5th yr Class 15 Real Prop Carbon Sequ with EP or D
8905,8905 - 6th yr Class 15 Real Prop Carbon Sequ with EP or D
8906,8906 - 7th yr Class 15 Real Prop Carbon Sequ with EP or D
8907,8907 - 8th yr Class 15 Real Prop Carbon Sequ with EP or D
8908,8908 - 9th yr Class 15 Real Prop Carbon Sequ with EP or D
8909,8909 - 10th yr Class 15 Real Prop Carbon Sequ with EP or D
8910,8910 - 11th yr Class 15 Real Prop Carbon Sequ with EP or D
8911,8911 - 12th yr Class 15 Real Prop Carbon Sequ with EP or D
8912,8912 - 13th yr Class 15 Real Prop Carbon Sequ with EP or D
8913,8913 - 14th yr Class 15 Real Prop Carbon Sequ with EP or D
8914,8914 - 15th yr Class 15 Real Prop Carbon Sequ with EP or D
8915,1st yr Class 15 Personal Property Carbon Sequestration with
8916,2nd yr Class 15 Personal Property Carbon Sequestration with
8917,3rd yr Class 15 Personal Property Carbon Sequestration with
8918,4th yr Class 15 Personal Property Carbon Sequestration with
8919,5th yr Class 15 Personal Property Carbon Sequestration with
8920,6th yr Class 15 Personal Property Carbon Sequestration with
8921,8921 - 7th yr Class 15 Pers Prop Carbon Sequestration with
8922,8922 - 8th yr Class 15 Pers Prop Carbon Sequestration with
8923,8923 - 9th yr Class 15 Pers Prop Carbon Sequestration with
8924,8924 - 10th yr Class 15 Pers Prop Carbon Sequestration with
8925,8925 - 11th yr Class 15 Pers Prop Carbon Sequestration with
8926,8926 - 12th yr Class 15 Pers Prop Carbon Sequestration with
8927,8927 - 13th yr Class 15 Pers Prop Carbon Sequestration with
8928,8928 - 14th yr Class 15 Pers Prop Carbon Sequestration with
8929,8929 - 15th yr Class 15 Pers Prop Carbon Sequestration with
9100,9100 - Wind Generation Non-Centrally Assessed Personal
9101,9101 - Wind Generation Non-Centrally Assessed Land
9102,9102 - Wind Generation Non-Centrally Assessed Improvements
9103,9103 - Wind Generation Rural Electric Personal
9104,9104 - Wind Generation Rural Electric Land
9105,9105 - Wind Generation Rural Electric Improvements
9106,9106 - Biodiesel Production Facility Personal
9107,9107 - Biodiesel Production Facility Land
9108,9108 - Biodiesel Production Facility Improvements
9109,9109 - Biogas Production Facility Personal
9110,9110 - Biogas Production Facility Land
9111,9111 - Biogas Production Facility Improvements
9112,9112 - Biomass Gasification Personal
9113,9113 - Biomass Gasification Land
9114,9114 - Biomass Gasification Improvements
9115,9115 - Coal Gasification Facility Personal
9116,9116 - Coal Gasification Faciltity Land
9117,9117 - Coal Gasification Facility Improvements
9118,9118 - Ethanol Production Facility Personal
9119,9119 - Ethanol Production Facility Land
9120,9120 - Ethanol Production Facility Improvements
9121,9121 - Geothermal Facility Personal
9122,9122 - Geothermal Facility Land
9123,9123 -Geothermal Facility Real
9124,9124 - Integrated Gasification Personal
9125,9125 - Integrated Gasification Land
9126,9126 - Integrated Gasification Real
9127,9127 - Renewable Energy Manufacturing Personal
9128,9128 - Renewable Energy Manufacturing Land
9129,9129 - Renewable Energy Manufacturing Real
9130,9130 - Natural Gas Combined Personal
9131,9131 - Natural Gas Combined Land
9132,9132 - Natural Gas Combined Real
9133,9133 - CO Equipment for Transport Oil Recovery Personal
9134,9134 - CO Equipment for Transport Oil Recovery Land
9135,9135 - CO Equipment for Transport Oil Recovery Real
9136,9136 - High Voltage CD Transmission Line Equip Personal
9137,9137 - High Voltage DC Transmission Line Equip. Land
9138,9138 - High Voltage DC Transmission Line Equip. Real
9139,9139 - Electric Transmission Lines & Substation Personal
9140,9140 - Electric Transmission Lines & Substation Land
9141,9141 - Electric Transmission Lines & Substation Real
9142,9142 - AC Transmission Line Equip & Structures Personal
9143,9143 - AC Transmission Line Equip. & Structures Land
9144,9144 - AC Transmission Line Equip. & Structures Real
9145,9145 - Carbon Dioxide Pipelines Personal
9146,9146 - Carbon Dioxide Pipelines Land
9147,9147 - Carbon Dioxide Pipelines Real
9148,9148 - Qualified Liquid Pipelines Personal
9149,9149 - Qualified Liquid Pipelines Land
9150,9150 - Qualified Liquid Pipelines Real
9151,9151 - Carbon Sequestration Personal
9152,9152 - Carbon Sequestration Land
9153,9153 - Carbon Sequestration Real
9154,9154 - Closed Loop Oil Recovery Personal
9155,9155 - Closed Loop Oil Recovery Land
9156,9156 - Closed Loop Oil Recovery Real
9157,9157 - Pipeline Property other than CO Personal
9158,9158 - Pipeline Property other than CO Land
9159,9159 - Pipeline Property other than CO Real
9160,9160 - High Voltage DC Converter Stations Personal
9161,9161 - High Voltage DC Converter Stations Land
9162,9162 - High Voltage DC Converter Stations Real
9999,9999
